longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,household_rooms
-117.98,34.07,15.0,8.173011311724972,6.790097235513905,8.049427057110695,6.714170529909472,3.0184,139400.0,INLAND,1.2172778864219835
-117.98,34.07,28.0,6.091309882077698,4.672828834461906,6.22455842927536,4.6913478822291435,2.9107,152500.0,INLAND,1.2984135977533493
-117.99,34.06,32.0,7.820840879907344,6.424869023905388,7.886457270977689,6.39024066706535,2.564,145800.0,INLAND,1.2238726657377963
-118.0,34.07,34.0,7.436617265234227,6.124683390894205,7.383989457978509,6.056784013228625,2.25,138500.0,INLAND,1.227816156064325
-117.99,34.07,35.0,7.427738840532894,5.8888779583328805,7.407924322559599,5.924255797414532,2.4911,145900.0,INLAND,1.2537842886147004
-117.99,34.08,35.0,6.940222469119639,5.337538079701318,6.86171134048073,5.2574953720277815,2.8906,134800.0,INLAND,1.320062497067466
-117.97,34.08,8.0,7.614805364711073,6.175867270105761,7.485491608030754,6.104793232414985,3.0806,142400.0,INLAND,1.2473486119527009
-117.97,34.08,30.0,7.708859601047175,6.163314804034641,7.581719640125308,6.1779441140506,3.3261,164100.0,INLAND,1.247803388754325
-117.96,34.07,32.0,7.976251943745623,6.565264970035361,7.857093864902493,6.508769136971682,3.7736,158400.0,<1H OCEAN,1.225462414765676
-117.97,34.07,20.0,7.6324011266014535,6.208590026096629,7.3613754289773485,6.150602768446279,3.2,157100.0,<1H OCEAN,1.2409192097004007
-117.97,34.07,22.0,7.271703706887368,5.8998973535824915,7.189922170745808,5.817111159963204,2.7802,162500.0,<1H OCEAN,1.2500541088049906
-117.98,34.08,17.0,8.200013648175434,6.7226297948554485,8.17131687471973,6.694562058521095,3.4784,152200.0,INLAND,1.2248767845445756
-117.98,34.1,22.0,8.641532465671846,7.098375638590786,8.592300663903043,7.072421900537371,3.7727,159700.0,INLAND,1.2218632580467592
-117.98,34.09,31.0,8.03073492409854,6.42648845745769,7.878912912297133,6.38856140554563,3.5,161300.0,INLAND,1.2570490309645317
-117.97,34.09,27.0,8.180320874773685,6.635946555686647,8.113726085970747,6.637258031284457,4.1304,160500.0,INLAND,1.23248498645315
-117.95,34.11,29.0,7.594381242551817,6.1070228877422545,7.607878073278507,6.07073772800249,3.1034,140800.0,INLAND,1.250981607642382
-117.96,34.1,35.0,8.30325712085294,6.807934943699926,8.263332667439967,6.741700694652055,3.2957,141600.0,INLAND,1.2316264837208823
-117.97,34.1,33.0,7.351799869057777,5.75890177387728,7.3783837129967145,5.82600010738045,2.9712,143900.0,INLAND,1.2618949079222337
-117.97,34.1,26.0,7.24422751560335,5.627621113690637,7.1592919047975645,5.6240175061873385,4.0,160100.0,INLAND,1.2880876540006347
-117.96,34.09,30.0,7.8961806086154915,6.419994928147142,7.815207062189088,6.352629396319567,3.4427,160800.0,INLAND,1.2429783190548138
-117.96,34.09,6.0,7.578145472419466,6.282266746896006,7.368339686311381,6.208590026096629,3.1621,131000.0,INLAND,1.2205904143398374
-117.96,34.1,30.0,7.9287663216266955,6.489204931325317,7.954372272531867,6.466144724237619,3.2266,141800.0,INLAND,1.2261968545038286
-117.97,34.09,31.0,7.930206206684683,6.461468176353717,7.723120092266331,6.508769136971682,3.4032,143400.0,INLAND,1.2183879992975675
-117.95,34.09,21.0,7.703459047867175,6.184148890937483,7.491645473605133,6.040254711277414,2.8375,166500.0,<1H OCEAN,1.2753533445343765
-117.95,34.08,34.0,7.731492029245684,6.1675164908883415,7.455298485683291,6.1070228877422545,3.125,154100.0,<1H OCEAN,1.2660001724840417
-117.95,34.09,18.0,7.07326971745971,5.783825182329737,7.167809184316444,5.805134968916488,2.851,140600.0,<1H OCEAN,1.218450519296008
-117.96,34.08,39.0,6.981934677156389,5.82600010738045,7.1252830915107115,5.808142489980444,2.2679,151800.0,<1H OCEAN,1.2020942477222003
-117.96,34.08,33.0,8.331345424845724,6.7464121285733745,8.1786387885907,6.744059186311348,3.1912,159900.0,<1H OCEAN,1.2353606625748699
-117.96,34.08,28.0,7.94873845481361,6.315358001522335,7.754052639035757,6.324358962381311,3.9741,173100.0,<1H OCEAN,1.2568449232711913
-117.94,34.09,21.0,7.903965634032166,6.516193076042964,7.463363045520021,6.440946540632921,2.1062,176700.0,<1H OCEAN,1.2271434926791802
-117.94,34.08,32.0,7.902857191280582,6.244166900663736,7.4205789054108005,6.210600077024653,4.4653,195400.0,<1H OCEAN,1.2724788415400028
-117.94,34.08,34.0,7.58629630715272,6.1675164908883415,7.146772179452637,6.008813185442595,4.064,201200.0,<1H OCEAN,1.2625282352814455
-117.94,34.08,35.0,7.780720886117918,6.035481432524756,7.198183577101943,6.037870919922137,4.87,187700.0,<1H OCEAN,1.288653068161029
-117.95,34.08,37.0,7.037027614686276,5.318119993844216,6.511745329644728,5.424950017481403,3.2969,189000.0,<1H OCEAN,1.2971598986184392
-117.95,34.07,37.0,7.59488438721652,5.991464547107982,7.154615356913663,5.937536205082426,4.1172,176500.0,<1H OCEAN,1.2791306233577882
-117.93,34.09,34.0,7.693025748417888,6.068425588244111,7.227662498728654,6.061456918928017,3.9861,163900.0,<1H OCEAN,1.2691710675027643
-117.93,34.09,35.0,6.663132695990803,5.0369526024136295,6.214608098422191,5.099866427824199,4.2062,161300.0,<1H OCEAN,1.3065308259129356
-117.93,34.09,35.0,7.545389749611823,5.869296913133774,6.9975959829819265,5.948034989180646,4.0167,165500.0,<1H OCEAN,1.2685516751896606
-117.93,34.09,37.0,7.078341579557671,5.420534999272286,6.646390514847729,5.4638318050256105,4.4625,154200.0,<1H OCEAN,1.2954903869930698
-117.92,34.08,36.0,7.1592919047975645,5.43372200355424,6.522092798170152,5.44673737166631,3.8705,191900.0,<1H OCEAN,1.3144184153324316
-117.92,34.08,35.0,7.653969180478774,6.013715156042802,7.1372784372603855,6.028278520230698,4.1312,185200.0,<1H OCEAN,1.2696774302634348
-117.93,34.07,34.0,7.251344983372214,5.723585101952381,6.709304340258298,5.6131281063880705,3.3977,188800.0,<1H OCEAN,1.2918545320780683
-117.93,34.08,36.0,7.22402480828583,5.5093883366279774,6.693323668269949,5.488937726156687,4.5078,187100.0,<1H OCEAN,1.3161061700264614
-117.93,34.08,35.0,6.536691597591305,4.859812404361672,5.940171252720432,4.859812404361672,3.9583,206000.0,<1H OCEAN,1.345050189946558
-117.93,34.08,36.0,7.37650812632622,5.655991810819852,6.804614520062624,5.60947179518496,4.3947,197000.0,<1H OCEAN,1.3150093976153054
-117.93,34.08,36.0,7.489412083508719,5.762051382780177,7.038783541388542,5.771441123130016,4.125,185800.0,<1H OCEAN,1.297667588341783
-117.91,34.08,33.0,7.75190533307861,6.115892125483034,7.065613363597717,6.100318952020064,3.6625,217100.0,<1H OCEAN,1.2707377096260906
-117.91,34.08,35.0,7.275172319452771,5.58724865840025,6.759255270663693,5.572154032177765,3.5795,186900.0,<1H OCEAN,1.3056301526197072
-117.92,34.08,36.0,7.299797366758161,5.529429087511423,6.60934924316738,5.5053315359323625,4.2986,189600.0,<1H OCEAN,1.3259505479576708
-117.92,34.08,35.0,7.528869256642251,5.780743515792329,6.919683849847411,5.723585101952381,3.5536,207000.0,<1H OCEAN,1.3154114287693681
-117.92,34.08,35.0,7.5485559791698735,5.7430031878094825,6.873163834212518,5.780743515792329,5.7039,199400.0,<1H OCEAN,1.3058105689256205
-117.91,34.1,28.0,8.214735833382303,6.583409222158765,7.600902459542082,6.577861357721047,3.2813,181100.0,<1H OCEAN,1.2488459982118512
-117.91,34.09,20.0,8.372860820526318,6.945051063725834,7.739359202689098,6.871091294610546,3.0441,185400.0,<1H OCEAN,1.2185634656162567
-117.92,34.09,35.0,7.501634457883413,5.765191102784844,7.060476365999801,5.808142489980444,5.0123,165700.0,<1H OCEAN,1.2915720423223762
-117.92,34.1,33.0,7.561121589530238,5.986452005284438,7.30854279753919,5.976350909297934,4.375,150500.0,<1H OCEAN,1.2651736325868579
-117.9,34.1,31.0,8.00903068506973,6.483107351457199,7.4770384723196965,6.424869023905388,3.7083,166000.0,<1H OCEAN,1.24656715261744
-117.91,34.1,35.0,7.918264686095274,6.171700597410915,7.484368643286131,6.218600119691729,4.25,166700.0,<1H OCEAN,1.2733194824702447
-117.92,34.1,35.0,8.00469951054955,6.403574197934815,7.56734567601324,6.331501849893691,4.0052,160700.0,<1H OCEAN,1.2642655250403114
-117.89,34.1,27.0,8.114324709155339,6.591673732008658,7.47477218239787,6.522092798170152,2.9437,180400.0,<1H OCEAN,1.2441289874673211
-117.89,34.1,35.0,8.066521490469993,6.300785794663244,7.527793987721444,6.336825731146441,3.8304,175900.0,<1H OCEAN,1.272959338430571
-117.89,34.1,34.0,7.6251071482389,6.021023349349527,7.284134806195205,6.0330862217988015,3.125,168600.0,<1H OCEAN,1.263881679775733
-117.9,34.1,35.0,7.9157131993821155,6.16541785423142,7.301147805856032,6.182084906716632,4.5655,176600.0,<1H OCEAN,1.2804277713465166
-117.9,34.09,34.0,7.354362330421477,5.60947179518496,6.716594773520978,5.58724865840025,4.125,220800.0,<1H OCEAN,1.316276181723974
-117.9,34.08,32.0,7.634820677745543,5.877735781779639,6.884486652042782,5.916202062607435,5.212,201200.0,<1H OCEAN,1.2904935627537821
-117.89,34.09,37.0,6.962243464266207,5.638354669333745,6.289715570908998,5.332718793265369,2.4167,181300.0,<1H OCEAN,1.3055710856268563
-117.89,34.09,35.0,7.095064377287131,5.802118375377063,6.369900982828227,5.768320995793772,2.3971,188900.0,<1H OCEAN,1.230005123234441
-117.89,34.09,37.0,7.503289630675082,5.978885764901122,7.00397413672268,5.929589143389895,3.4453,176700.0,<1H OCEAN,1.2653978967563875
-117.9,34.09,39.0,7.454141078146678,5.811140992976701,6.794586580876499,5.817111159963204,4.3409,191800.0,<1H OCEAN,1.2814163032418018
-117.88,34.08,30.0,8.721439305625983,7.338888133838879,8.054522609537294,7.27931883541462,2.7763,187800.0,<1H OCEAN,1.1981120078427259
-117.89,34.08,35.0,7.445417556701687,5.817111159963204,6.716594773520978,5.877735781779639,3.5,215600.0,<1H OCEAN,1.2667152510974884
-117.89,34.08,25.0,7.65728279297819,6.194405391104672,7.010311867307229,6.169610732491456,3.1949,207400.0,<1H OCEAN,1.2411289990553378
-117.89,34.07,32.0,7.772752716468742,6.111467339502679,7.365812837209472,6.059123195581797,3.8837,200300.0,<1H OCEAN,1.2828180688150546
-117.9,34.08,32.0,8.609407675404048,7.132497551660044,8.139440521874608,7.0192966537150445,3.2943,204400.0,<1H OCEAN,1.226534238419375
-117.87,34.06,25.0,8.203304026795282,6.154858094016418,7.330405211844402,6.184148890937483,10.1248,428500.0,<1H OCEAN,1.3265049356778513
-117.88,34.06,23.0,8.808369153122275,7.025538314638521,8.033334015880062,6.954638864880987,5.9254,491200.0,<1H OCEAN,1.2665458730865402
-117.9,34.06,35.0,7.1808311990445555,5.272999558563747,6.396929655216146,5.3471075307174685,7.5,287200.0,<1H OCEAN,1.3429374961683331
-117.9,34.06,33.0,7.43955930913332,5.673323267171493,6.723832440821209,5.62040086571715,5.4469,274700.0,<1H OCEAN,1.3236705862943905
-117.9,34.06,33.0,7.193685818395112,5.3471075307174685,6.361302477572996,5.262690188904886,5.6406,266200.0,<1H OCEAN,1.3669217757794798
-117.89,34.07,35.0,7.272398392570047,5.568344503761097,6.690842277418564,5.605802066295998,3.9808,188600.0,<1H OCEAN,1.2972984608739928
-117.9,34.07,35.0,7.4067107301776405,5.68697535633982,6.963189985870238,5.638354669333745,3.055,172000.0,<1H OCEAN,1.3136298024070296
-117.89,34.07,35.0,6.727431724850855,4.927253685157205,5.973809611869261,4.820281565605037,4.5179,218800.0,<1H OCEAN,1.3956511944974803
-117.9,34.06,34.0,7.9919305198524775,6.152732694704104,7.305860032684009,6.142037405587356,5.3664,268300.0,<1H OCEAN,1.3011855825857215
-117.9,34.07,36.0,6.917705609835305,5.10594547390058,6.1463292576688975,5.0106352940962555,5.8519,249400.0,<1H OCEAN,1.3806044950000733
-117.91,34.07,36.0,7.237778191923443,5.602118820879701,6.78897174299217,5.58724865840025,5.0897,189000.0,<1H OCEAN,1.2954100729062192
-117.91,34.07,33.0,7.985824666418917,6.331501849893691,7.326465613840322,6.309918278226516,4.5594,204200.0,<1H OCEAN,1.2655987469719554
-117.92,34.06,34.0,7.944492163932159,6.413458957167357,7.449498005382849,6.326149473155099,3.5547,197600.0,<1H OCEAN,1.2558179659909188
-117.92,34.07,36.0,6.964135612418245,5.337538079701318,6.490723534502507,5.337538079701318,4.7708,191700.0,<1H OCEAN,1.3047467780891129
-117.92,34.07,29.0,7.438383530044307,5.991464547107982,6.959398512133975,6.021023349349527,3.2122,195500.0,<1H OCEAN,1.235401874142857
-117.91,34.06,29.0,8.086717920303906,6.257667587882639,7.232010331664759,6.2422232654551655,5.112,218300.0,<1H OCEAN,1.2954868123760142
-117.92,34.06,35.0,7.970740390007095,6.148468295917647,7.259116128097101,6.173786103901937,5.184,224900.0,<1H OCEAN,1.2910619603373452
-117.93,34.06,37.0,7.317212408359839,5.572154032177765,6.683360945766275,5.560681631015528,5.4635,202100.0,<1H OCEAN,1.315884075712409
-117.93,34.06,35.0,6.930494765951626,5.214935757608986,6.444131256700441,5.236441962829949,3.9375,187500.0,<1H OCEAN,1.3235121892205894
-117.93,34.05,36.0,7.201170883281678,5.402677381872279,6.744059186311348,5.501258210544727,4.1731,205100.0,<1H OCEAN,1.3090043418573927
-117.93,34.05,32.0,8.024862150286411,6.436150368369428,7.551186867296149,6.338594078203183,4.2926,190700.0,<1H OCEAN,1.2660318757249145
-117.92,34.07,38.0,5.170483995038151,3.1354942159291497,4.867534450455582,3.044522437723423,9.7066,182500.0,<1H OCEAN,1.698290651753068
-117.93,34.06,28.0,8.114623886420098,6.535241271013659,7.701200180857446,6.473890696352274,3.4596,202800.0,<1H OCEAN,1.2534385066143143
-117.95,34.05,34.0,7.264730177929867,5.429345628954441,6.792344427470809,5.521460917862246,5.8722,204800.0,<1H OCEAN,1.315726088801615
-117.94,34.06,32.0,8.137103389639302,6.4967749901858625,7.602900462204755,6.434546518787453,4.0333,210200.0,<1H OCEAN,1.2645962486836888
-117.94,34.06,34.0,7.561121589530238,6.0473721790462776,7.115582126184454,6.104793232414985,3.6648,193900.0,<1H OCEAN,1.2385549029543703
-117.93,34.07,36.0,7.0967213784947605,5.3471075307174685,6.52795791762255,5.365976015021851,5.3559,207300.0,<1H OCEAN,1.322540644726654
-117.94,34.07,25.0,7.503840746698951,6.003887067106539,7.080026499922591,5.8971538676367405,3.3523,170800.0,<1H OCEAN,1.2724512392121259
-117.95,34.07,37.0,7.226936018493289,5.564520407322694,6.858565034791365,5.60947179518496,3.2083,195200.0,<1H OCEAN,1.2883451922686773
-117.95,34.06,32.0,7.720017940432244,6.030685260261263,7.223295679562314,6.021023349349527,4.6312,184800.0,<1H OCEAN,1.2821770474061136
-117.96,34.07,35.0,7.944492163932159,6.272877006546167,7.319202458767849,6.186208623900494,4.6118,191700.0,<1H OCEAN,1.2842263568736616
-117.96,34.06,34.0,7.708410667257367,5.945420608606575,7.289610521451167,5.902633333401366,4.4102,183200.0,<1H OCEAN,1.3059274110146073
-117.96,34.06,31.0,7.609862200913554,6.137727054086234,7.288244401020124,6.126869184114185,2.067,167300.0,<1H OCEAN,1.2420474425412067
-117.97,34.05,33.0,7.2813856635702825,5.594711379601839,7.150701457592526,5.631211781821365,3.6563,162700.0,<1H OCEAN,1.293040635956189
-117.97,34.06,34.0,8.183397369998433,6.529418838262226,7.932721027481948,6.456769655572163,4.0469,166800.0,<1H OCEAN,1.2674135529887145
-117.98,34.06,33.0,7.21081845347222,5.43372200355424,6.984716320118266,5.472270673671475,4.5417,160300.0,<1H OCEAN,1.317701349855619
-117.98,34.06,36.0,7.779885115070522,6.0112671744041615,7.584773077612199,5.988961416889864,4.0274,160700.0,<1H OCEAN,1.2990374413049242
-117.98,34.05,35.0,7.759187438507795,6.056784013228625,7.685703061234547,6.0330862217988015,3.7454,156900.0,<1H OCEAN,1.286105842557368
-117.99,34.05,35.0,7.491645473605133,5.762051382780177,7.273786317844895,5.726847747587197,3.7917,151100.0,<1H OCEAN,1.3081621519904159
-117.97,34.05,33.0,7.615298339825815,6.0473721790462776,7.454719949364001,5.918893854273146,2.8438,157600.0,<1H OCEAN,1.2866083642179102
-117.97,34.05,36.0,6.837332814685591,5.081404364984463,6.616065185132817,5.308267697401205,3.1667,158000.0,<1H OCEAN,1.2880535052957065
-117.97,34.05,36.0,7.170119543449628,5.332718793265369,6.638567789166521,5.37989735354046,3.5179,161400.0,<1H OCEAN,1.332761402730303
-117.97,34.05,34.0,7.62608275807238,6.206575926724928,7.513709247839705,6.144185634125646,2.8333,155700.0,<1H OCEAN,1.2411869061566232
-117.98,34.05,33.0,7.353081920515432,5.755742213586912,7.291656209174461,5.749392985908253,4.1429,159800.0,<1H OCEAN,1.2789318695969847
-117.98,34.04,34.0,7.843064016692054,6.2878585601617845,7.653969180478774,6.212606095751519,3.4722,154600.0,<1H OCEAN,1.2624434731272471
-117.97,34.04,32.0,7.318539548567902,5.69035945432406,7.190676034332207,5.783825182329737,4.119,163300.0,<1H OCEAN,1.2653459117206545
-117.97,34.04,28.0,7.430707082545968,6.035481432524756,7.212294468500341,5.963579343618446,2.5192,157300.0,<1H OCEAN,1.2460146255113513
-117.96,34.03,35.0,7.392647520721623,5.805134968916488,7.288244401020124,5.746203190540153,3.9803,152600.0,<1H OCEAN,1.2865273425924053
-117.95,34.03,33.0,7.282073658093465,5.7899601708972535,7.383989457978509,5.768320995793772,3.7578,155800.0,<1H OCEAN,1.262425177690963
-117.95,34.03,35.0,6.690842277418564,5.075173815233827,6.590301048196686,5.19295685089021,2.7361,145700.0,<1H OCEAN,1.288445575331822
-117.96,34.05,35.0,7.134890851565884,5.575949103146316,6.996681488176539,5.594711379601839,4.6364,163100.0,<1H OCEAN,1.2752920333977362
-117.96,34.05,36.0,7.297091005160418,5.602118820879701,7.047517221357296,5.652489180268651,3.0904,158600.0,<1H OCEAN,1.290951786450585
-117.95,34.05,35.0,7.177782416195197,5.6240175061873385,7.01571242048723,5.537334267018537,4.375,156500.0,<1H OCEAN,1.29625232468762
-117.95,34.04,36.0,6.951772164398911,5.303304908059076,6.890609120147166,5.327876168789581,4.7679,153900.0,<1H OCEAN,1.3047923683215514
-117.96,34.04,35.0,7.040536390215956,5.3612921657094255,6.829793737512425,5.3612921657094255,3.1591,148300.0,<1H OCEAN,1.3132163240882297
-117.96,34.04,33.0,7.285506548522785,5.594711379601839,7.017506142941256,5.552959584921617,4.7955,158100.0,<1H OCEAN,1.3120042451426601
-117.96,34.04,34.0,7.231287004327616,5.583496308781699,6.928537818164665,5.594711379601839,4.025,146900.0,<1H OCEAN,1.2925219039346132
-117.96,34.05,32.0,7.597897950521784,5.963579343618446,7.234177179749849,5.942799375126701,3.7258,181900.0,<1H OCEAN,1.278504871344373
-117.94,34.05,34.0,7.455876687491824,5.783825182329737,7.201916317531627,5.783825182329737,3.7708,163500.0,<1H OCEAN,1.2890909480235329
-117.94,34.04,36.0,7.266827347520591,5.872117789475416,7.221105098182496,5.814130531825066,3.5592,160200.0,<1H OCEAN,1.2498562438087404
-117.94,34.04,34.0,7.247080584585756,5.616771097666572,6.885509670034818,5.552959584921617,3.8409,163000.0,<1H OCEAN,1.3050843381364268
-117.94,34.05,34.0,7.326465613840322,5.720311776607412,7.141245122350491,5.707110264748875,3.3409,161200.0,<1H OCEAN,1.2837434838246817
-117.95,34.05,31.0,7.762170607138205,6.29156913955832,7.615298339825815,6.257667587882639,3.494,154500.0,<1H OCEAN,1.2404255256653276
-117.94,34.04,33.0,7.309212365692763,5.805134968916488,7.360103972989152,5.872117789475416,3.8864,158900.0,<1H OCEAN,1.2447319055474413
-117.95,34.04,27.0,7.8674885686991285,6.741700694652055,7.739359202689098,6.621405651764134,2.274,150800.0,<1H OCEAN,1.1881900887016341
-117.94,34.03,35.0,7.313220387090301,5.66988092298052,7.014814351275545,5.594711379601839,3.83,149000.0,<1H OCEAN,1.3071666956322534
-117.94,34.03,35.0,7.226936018493289,5.521460917862246,6.923628628138427,5.480638923341991,4.0521,151800.0,<1H OCEAN,1.3186302034446813
-117.95,34.03,33.0,7.48605261786314,5.978885764901122,7.325148957955575,5.932245187448011,3.3389,157900.0,<1H OCEAN,1.2619256927719067
-117.93,34.01,23.0,8.067462667010057,6.729824070489475,8.264620829411216,6.734591659972948,2.1863,157600.0,<1H OCEAN,1.1979141534235889
-117.93,34.01,33.0,7.458186157340487,5.8916442118257715,7.471932078245122,5.929589143389895,4.2266,153800.0,<1H OCEAN,1.2577913877312428
-117.94,34.02,27.0,8.522578663692576,6.862757913051401,8.268731832117737,6.836259277277067,3.871,162900.0,<1H OCEAN,1.2466728247157972
-117.95,34.02,19.0,7.029972911706386,5.556828061699537,6.803505257608338,5.43372200355424,3.875,135600.0,<1H OCEAN,1.2937674962222996
-117.95,34.02,22.0,7.560080465021827,6.021023349349527,7.093404625868766,5.8971538676367405,4.2578,144100.0,<1H OCEAN,1.2819879953465583
-117.92,34.03,35.0,7.201916317531627,5.455321115357702,6.80128303447162,5.37989735354046,4.1118,157300.0,<1H OCEAN,1.3386716965505139
-117.92,34.03,32.0,7.506591780070841,5.929589143389895,7.455298485683291,5.929589143389895,3.975,162400.0,<1H OCEAN,1.2659547902132369
-117.92,34.03,35.0,7.293017679772782,5.726847747587197,7.1592919047975645,5.733341276897746,3.9219,159500.0,<1H OCEAN,1.272036204989172
-117.93,34.03,35.0,7.6783263565068856,5.991464547107982,7.43543801981455,6.0014148779611505,3.8581,163100.0,<1H OCEAN,1.2794193557095705
-117.93,34.03,30.0,7.717351272185329,6.102558594613569,7.516433302915632,6.068425588244111,4.7917,164500.0,<1H OCEAN,1.2717221559304532
-117.93,34.04,23.0,8.758098072309089,7.063903961472068,8.429672593886743,7.01211529430638,4.9342,181000.0,<1H OCEAN,1.2489951611920005
-117.93,34.04,30.0,7.198183577101943,5.480638923341991,6.80903930604298,5.537334267018537,4.8854,178100.0,<1H OCEAN,1.2999366175121043
-117.9,34.04,15.0,9.39182824802156,7.689828668736484,8.802823159741887,7.641084249174914,4.5554,278300.0,<1H OCEAN,1.2291224572004544
-117.9,34.05,33.0,6.4457198193855785,4.343805421853684,5.537334267018537,4.330733340286331,7.6286,330400.0,<1H OCEAN,1.4883668221787612
-117.91,34.04,15.0,9.07680897935166,7.474204806496124,8.571491964823617,7.433666540166168,4.6324,168800.0,<1H OCEAN,1.2210406439819619
-117.92,34.05,36.0,7.715123603632105,6.040254711277414,7.463936604468925,6.1070228877422545,4.6587,161900.0,<1H OCEAN,1.2633199097906707
-117.88,34.01,16.0,8.818334283552174,7.195187320178709,8.39615486303918,7.170119543449628,4.7589,178200.0,<1H OCEAN,1.2298727001850753
-117.88,34.0,21.0,8.605204068738951,6.99117688712121,8.130059039992796,6.992096427415888,3.6308,192100.0,<1H OCEAN,1.2307044329363217
-117.89,34.01,23.0,8.419800845407588,6.862757913051401,8.264105763728956,6.836259277277067,3.6275,154100.0,<1H OCEAN,1.231638605837264
-117.9,34.01,27.0,7.440146680662688,5.945420608606575,7.645875825184813,5.8664680569332965,3.7917,131100.0,<1H OCEAN,1.2682497558082733
-117.9,34.01,27.0,7.776535028185241,6.159095388491933,7.640123172695364,6.20455776256869,3.9702,141400.0,<1H OCEAN,1.2533584706230136
-117.91,34.02,17.0,8.695171998776056,7.233455418621439,8.37793112408273,7.114769448366463,3.2799,199300.0,<1H OCEAN,1.2221298331420212
-117.9,34.02,15.0,9.551018039079908,7.818832443803404,9.104757609401117,7.823245690685523,5.0704,226200.0,<1H OCEAN,1.2208510913125863
-117.92,34.01,35.0,8.024862150286411,6.453624998892692,8.226573474977114,6.423246963533519,3.375,127200.0,<1H OCEAN,1.2493466615631763
-117.98,34.04,29.0,7.292337176173877,5.739792912179234,7.237778191923443,5.6240175061873385,3.75,190600.0,<1H OCEAN,1.2966419766921269
-117.96,34.02,33.0,5.857933154483459,4.8283137373023015,6.133398042996649,4.430816798843313,2.375,133300.0,<1H OCEAN,1.322088775146989
-117.98,34.03,21.0,6.682108597449809,5.093750200806762,6.184148890937483,5.117993812416755,2.625,191100.0,<1H OCEAN,1.3056109175510056
-117.9,33.99,18.0,8.996775795442296,7.489970898834801,8.580355766373877,7.443078374348516,3.443,171900.0,<1H OCEAN,1.2087439286476376
-117.92,34.0,36.0,4.762173934797756,3.4339872044851463,5.267858159063328,3.58351893845611,3.8125,136300.0,<1H OCEAN,1.328909939247997
-117.88,34.0,32.0,5.583496308781699,3.9512437185814275,5.14166355650266,3.9318256327243257,3.9375,187500.0,<1H OCEAN,1.4200772949620724
-117.89,33.99,22.0,8.09346227450118,6.428105272684596,7.487173694213739,6.3835066348840055,4.0324,211300.0,<1H OCEAN,1.267870895641083
-117.87,33.99,21.0,7.950854857719988,6.246106765481563,7.616775808698373,6.320768294250582,4.9271,209700.0,<1H OCEAN,1.2578937381634674
-118.01,34.05,37.0,6.52649485957079,5.153291594497779,6.70196036600254,5.159055299214529,3.8125,138000.0,<1H OCEAN,1.2650561936338336
-117.99,34.04,30.0,8.404919948933452,6.866933284461882,8.301025253838453,6.844815479208263,3.185,168300.0,<1H OCEAN,1.2279249856280487
-118.02,34.04,27.0,8.637816633739977,6.90975328164481,8.171599480345463,6.88653164253051,5.065,215400.0,<1H OCEAN,1.2543058076425164
-118.0,34.03,25.0,8.840724916761715,7.051855622955894,8.272059622210412,7.022868086082641,5.257,226100.0,<1H OCEAN,1.2588482096483569
-117.98,34.02,32.0,7.988203597022576,6.480044561926653,7.623153068476902,6.481577129276431,3.1979,183900.0,<1H OCEAN,1.2324475104895245
-117.98,34.02,33.0,8.164225652265827,6.450470422144176,7.586803535162581,6.395261598115449,4.4653,193200.0,<1H OCEAN,1.276605425284191
-117.98,34.01,27.0,7.880048200971577,6.037870919922137,7.20414929203594,5.945420608606575,5.7057,262100.0,<1H OCEAN,1.325397935608532
-117.99,34.0,26.0,8.002694162283937,5.986452005284438,7.22402480828583,6.030685260261263,6.6988,382500.0,<1H OCEAN,1.3269958250046765
-118.02,34.02,21.0,8.698347400458186,6.894670039433482,7.881559917056899,6.877296071497429,5.2405,302400.0,<1H OCEAN,1.2647917597306888
-117.97,34.01,33.0,8.169336395928386,6.55250788703459,7.992944547318106,6.522092798170152,3.7459,152900.0,<1H OCEAN,1.2525636553684711
-117.97,34.01,33.0,7.604396348796338,5.945420608606575,7.252053951852814,5.849324779946859,3.7083,165500.0,<1H OCEAN,1.300046866070142
-117.97,34.0,28.0,7.592870287844818,5.929589143389895,7.249925536717988,5.908082938168931,3.8319,179000.0,<1H OCEAN,1.2851665027908437
-117.97,33.99,22.0,8.572627898304338,6.890609120147166,7.868636894184167,6.838405200847344,4.7332,289900.0,<1H OCEAN,1.2536004589552703
-117.98,34.0,22.0,8.197814032221203,6.289715570908998,7.585281078639126,6.340359303727752,6.019,324900.0,<1H OCEAN,1.292957329311192
-117.98,33.99,26.0,8.114922974204593,6.1224928095143865,7.265429723253953,6.126869184114185,7.0778,334300.0,<1H OCEAN,1.3244811877565552
-117.98,33.98,27.0,7.730174795246222,5.849324779946859,6.946975992135418,5.811140992976701,6.2217,333500.0,<1H OCEAN,1.3302335642155043
-117.99,33.98,18.0,9.035986984831405,7.0431599159883405,8.223627175805483,7.010311867307229,6.9695,360400.0,<1H OCEAN,1.2889564909331586
-117.95,34.0,34.0,7.773594467360194,6.150602768446279,7.527793987721444,6.1092475827643655,4.1328,176300.0,<1H OCEAN,1.2724307473298915
-117.96,34.0,33.0,8.605753368395717,6.859614903654202,8.168486417126681,6.818924065275521,4.4038,186700.0,<1H OCEAN,1.26203977137968
